INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 3539945939
INFO: Loaded 1 modules   (968 inline 8-bit counters): 968 [0x5e8cc57128f8, 0x5e8cc5712cc0), 
INFO: Loaded 1 PC tables (968 PCs): 968 [0x5e8cc5712cc0,0x5e8cc5716940), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	INITED cov: 50 ft: 51 corp: 1/1b exec/s: 0 rss: 32Mb
    #7 0x5e8cc55ad9ff in fuzzer::FuzzerDriver(int*, char***, int (*)(unsigned char const*, unsigned long)) (/promefuzz/database/cjson/latest/out/tmp/fuzz_driver_30/fuzz_driver_30_sanitizing_1787880548+0x429ff) (BuildId: 08c3c259181cf7ab7bd2f04ab5df1d5336956657)
    #8 0x5e8cc55d8086 in main (/promefuzz/database/cjson/latest/out/tmp/fuzz_driver_30/fuzz_driver_30_sanitizing_1787880548+0x6d086) (BuildId: 08c3c259181cf7ab7bd2f04ab5df1d5336956657)
    #9 0x78868aea31c9 in __libc_start_call_main csu/../sysdeps/nptl/libc_start_call_main.h:58:16
    #10 0x78868aea328a in __libc_start_main csu/../csu/libc-start.c:360:3
    #11 0x5e8cc55a29e4 in _start (/promefuzz/database/cjson/latest/out/tmp/fuzz_driver_30/fuzz_driver_30_sanitizing_1787880548+0x379e4) (BuildId: 08c3c259181cf7ab7bd2f04ab5df1d5336956657)

SUMMARY: AddressSanitizer: heap-use-after-free /promefuzz/database/cjson/latest/code/cJSON.c:145:40 in case_insensitive_strcmp
Shadow bytes around the buggy address:
  0x5020003c4380: fa fa fd fa fa fa fd fa fa fa fd fa fa fa fd fa
  0x5020003c4400: fa fa fd fa fa fa fd fa fa fa fd fa fa fa fd fa
  0x5020003c4480: fa fa fd fa fa fa fd fa fa fa fd fa fa fa fd fa
  0x5020003c4500: fa fa fd fa fa fa fd fa fa fa fd fa fa fa fd fa
  0x5020003c4580: fa fa fd fa fa fa fd fa fa fa fd fa fa fa fd fa
=>0x5020003c4600: fa fa[fd]fa fa fa 01 fa fa fa fa fa fa fa fa fa
  0x5020003c4680: fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa
  0x5020003c4700: fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa
  0x5020003c4780: fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa
  0x5020003c4800: fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa
  0x5020003c4880: fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa
Shadow byte legend (one shadow byte represents 8 application bytes):
  Addressable:           00
  Partially addressable: 01 02 03 04 05 06 07 
  Heap left redzone:       fa
  Freed heap region:       fd
  Stack left redzone:      f1
  Stack mid redzone:       f2
  Stack right redzone:     f3
  Stack after return:      f5
  Stack use after scope:   f8
  Global redzone:          f9
  Global init order:       f6
  Poisoned by user:        f7
  Container overflow:      fc
  Array cookie:            ac
  Intra object redzone:    bb
  ASan internal:           fe
  Left alloca redzone:     ca
  Right alloca redzone:    cb
==2156785==ABORTING
MS: 1 CopyPart-; base unit: 851f9d0ab094a3b17ea7969daf10a375516f6963
0x0,0x0,0x0,0x0,0x0,0x7c,0x7c,0x64,0x28,0xff,0xff,0xff,0x31,0x38,0x36,0x39,0x30,0x33,0x32,0x0,0x0,0x0,0x0,0x31,0x38,
\000\000\000\000\000||d(\377\377\3771869032\000\000\000\00018
artifact_prefix='./'; Test unit written to ./crash-3a914cf877eb699452ca22981d77c46ed144a6e2
Base64: AAAAAAB8fGQo////MTg2OTAzMgAAAAAxOA==
